tag,mod,text,freq
d,positive,swollen lymph nodes,1
d,positive,swelling of the left supraclavicular lymph nodes,1
d,positive,obstructive atelectasis,1
d,positive,Linear cord-like shadows,1
d,positive,lobulated tumor,1
d,positive,Bone destruction,1
d,positive,direct infiltration,1
d,positive,linear cord-like shadows,1
d,positive,Hiatal hernia,1
d,positive,Small lymph nodes,1
d,positive,Splenomegaly,1
d,positive,Oesophageal hiatus hernia,1
d,positive,Pleural thickening,1
d,positive,known lung cancer,1
d,positive,decrease in volume and atelectasis,1
d,positive,Many swollen,1
d,positive,swollen in the left lobe,1
d,positive,spicula and pleural invagination,1
d,positive,"Pleural thickening, which appears to be an old inflammatory change",1
d,positive,destruction,1
d,positive,small nodules,1
d,positive,infiltration shadows and ground glass shadows,1
d,positive,diffuse osteosclerosis,1
d,positive,high concentration part,1
d,positive,cord-like shadows that appear to be old inflammatory changes,1
d,positive,MX,1
d,positive,Atelectasis,2
d,positive,"#6, #2L, #7, #3p, #4L, #5 lymphadenopathy",1
d,positive,tumour and #7 lymph nodes,1
d,positive,bronchial infiltration,1
d,positive,contralateral mediastinal lymph node metastasis,1
d,positive,Damage,1
d,positive,spicula and pleural intrusion,1
d,positive,Sclerotic images,1
d,positive,solid component,1
d,positive,soft tissue shadows,1
d,positive,ground glass nodule,1
d,positive,ground-glass shadows,1
d,positive,solid components and tracheal dilatation,1
d,positive,"left hilar, sub-tracheal bifurcation, and lower left paratracheal lymph node",1
d,positive,lymph node metastasis,1
d,positive,Chronic emphysema,1
d,positive,Decalcification,1
d,positive,lymph node enlargement,1
d,positive,mediastinal lymphadenopathy,1
d,positive,small cell lung cancer metastases,1
d,positive,right hilar mass,2
d,positive,aspiration pneumonia,1
d,positive,enlarged mediastinal lymph nodes,1
d,positive,notches,1
d,positive,cavity formation,1
d,positive,left hilar lymph node and subcarinal lymph node,1
d,positive,localised ground-glass shadow,1
d,positive,full part,1
d,positive,obstruction,1
d,positive,Intrapulmonary metastasis,1
d,positive,glass shadow,1
d,positive,image of pneumonia,1
d,positive,Part-solid GGN,1
d,positive,infiltrative shadows,1
d,positive,para-aortic lymph nodes,1
d,positive,Sclerotic changes,1
a,,along the bronchial area,2
a,,left lingual segment,1
a,,Internally,1
a,,around,2
a,,along the bronchial area of the lower lobe of the right lung,1
a,,wide contact with the interlobar pleura,1
a,,right middle bronchus,1
a,,lower lobe of the right lung,13
a,,"right pulmonary artery, right pulmonary vein, and aortic arch",1
a,,upper lobe of the right lung,4
a,,"right hilar, ipsilateral mediastinum, contralateral mediastinum, contralateral hilar, and left supraclavicular fossa",1
a,,"skin, liver, and right adrenal gland",1
a,,both lungs,9
a,,mediastinal side of the lower right lobe,1
a,,thoracic spine,1
a,,liver,7
a,,adrenal glands,3
a,,centred on the outside of the left lung lingular segment S4,1
a,,interior,1
a,,bronchioles,1
a,,margin,2
a,,connects to the pleura,1
a,,pleural,1
a,,trachea of the lower right lobe,1
a,,subcarinal lymph nodes,1
a,,mediastinal lymph nodes on both sides and the left supraclavicular node,1
a,,"liver, adrenal glands, or bone",2
a,,Th7 vertebral body,1
a,,mainly in the hilar region,1
a,,bronchial,1
a,,peripheral side,2
a,,just below the pleura,3
a,,lung field,13
a,,"right hilum, tracheal bifurcation, and ipsilateral / contralateral mediastinum",1
a,,right adrenal gland,4
a,,chest wall and in the breast,1
a,,interior of the right lower lobe,1
a,,right pulmonary hilum and mediastinum,1
a,,eight to eleventh thoracic vertebrae columns,1
a,,right hilar region,4
a,,boundaries,1
a,,right middle and lower lobe bronchus,1
a,,nearby lumen,1
a,,middle lobe,1
a,,mediastinum and left supraclavicular fossa,1
a,,imaging range,2
a,,bilateral lung fields,2
a,,"hilum, mediastinum or supraclavicular fossa",2
a,,liver or adrenal glands in the imaging area,1
a,,8th-11th thoracic vertebrae,1
a,,upper thoracic and lumbar vertebrae endplates,1
a,,centering on the S9/10 region,1
a,,lower lobe of the left lung,9
a,,inside,10
a,,central side,4
a,,along the bronchial vascular bundles,1
a,,mediastinum from the left hilum,1
a,,contralateral lung,1
a,,within the observable range,1
a,,pulmonary hilum to the right lower lobe,1
a,,"bronchus of the right lower lobe, the pulmonary arteries, etc",1
a,,right lower lobe,4
a,,right lower lobe bronchi,1
a,,exterior S1 layer of the right upper lobe,1
a,,right pulmonary hilum to the superior mediastinum,1
a,,both breasts,2
a,,right adrenal glands,1
a,,"lymph nodes of the hepatic portal, the lesser curvature of the stomach, and the area surrounding the aorta",1
a,,"gallbladder, pancreas, or spleen",1
a,,subcutaneous region of the right abdominal wall,1
a,,bones,2
a,,mainly in the lower left lobe S9,1
a,,pleura,1
a,,along the bronchi,1
a,,background of the lung field,6
a,,subcarinal lymph node,1
a,,upper right lobe S3,1
a,,border,1
a,,lower right lobe S6,4
a,,"supraclavicular fossa, hilar region, or mediastinum",1
a,,upper abdominal organs in the imaging range,4
a,,right hilum,4
a,,inside the trachea of the lower right lung,1
a,,inner layer of the upper lobe of the right lung and just below the pleura,1
a,,"both breasts, the liver, right adrenal gland, and lower abdomen",1
a,,upper lobe S4 of the left lung,1
a,,edge,2
a,,"mediastinum, hilar, or axilla",3
a,,observation range,2
a,,outside of the upper lobe of the left lung,1
a,,right lung apex,4
a,,"Th2, Th3 vertebrae and right 2-3 ribs",1
a,,within the observation range,5
a,,central side of the lower right lobe,1
a,,in the periphery of the right lower lobe,1
a,,from the right hilum to the superior mediastinum,1
a,,left bronchus,1
a,,ipsilateral hilum and mediastinum,1
a,,lower right middle lobe bronchus,1
a,,lower right lobe,8
a,,Right upper lobe bronchus,1
a,,upper right lobe,1
a,,"mediastinum, left supraclavicular fossa, left gastric artery region, hilar region and paravalvular aorta",1
a,,under skin,1
a,,abdominal organs,2
a,,left lingular segment,1
a,,lower right and upper left lobes,1
a,,mediastinum or hilar,5
a,,mainly on the periphery,1
a,,right 2nd and 3rd ribs and the Th2 and 3 vertebral bodies,1
a,,Th2 level,1
a,,into the spinal canal,2
a,,right middle lobe and the outer layers of the lower lobes of both lungs,1
a,,lungs or mediastinum,5
a,,lower lobe S6 of the left lung,2
a,,upper lung field,4
a,,upper lobe of the right lung and the lower lobes of both lungs,1
a,,bottom of the right lung,1
a,,Left lower lobe,1
a,,right middle lower lobe bronchus,1
a,,middle lower lobe,1
a,,upper right lobe bronchus,1
a,,tracheal bifurcation,1
a,,aerated lung area,1
a,,mediastinum and the left supraclavicular fossa,1
a,,both lung fields,5
a,,upper abdominal organs in the image shown,1
a,,thoracolumbar spine,1
a,,apex of the lung,3
a,,upper lobe of the left lung,2
a,,centre,2
a,,detached from the pleura,3
a,,dorsal side of the lower lobes of both lungs,2
a,,mediastinal or hilar lymph nodes,3
a,,lower lobe of the lung,1
a,,S4 of the left lung area,1
a,,internal,3
a,,just below the pleura of the upper lobe S1 + 2 of the left lung,1
a,,middle lobe S5 of the right lung,1
a,,lower lobe S6 of the right lung,4
a,,upper abdominal organs in the imaging,1
a,,both lung apexes,1
a,,mediastinum,1
a,,right hilum and mediastinum,1
a,,Th8-11 vertebral body,1
a,,in both lungs,1
a,,lateral side of the upper lobe of the left lung,1
a,,same lobe of the lung,1
a,,extensive contact with the pleura,1
a,,extra-pleural fat layer,2
a,,ribs,1
a,,partly in contact with the diaphragm,1
a,,ipsilateral,1
a,,"left hilum, sub-tracheal bifurcation, and subaorta",1
a,,abdomen during imaging,3
a,,both sides of the lung apex,3
a,,lower right lobe S9,1
a,,laterally,1
a,,extensive contact with the chest wall,1
a,,lower left lobe,2
a,,"Left hilar lymph node, #5, #7 mediastinal lymph nodes",1
a,,background of the pulmonary region,1
a,,Focusing on the right upper lobe,1
a,,apex of the lung through the mediastinum to the posterior chest wall,1
a,,"right ribs, right side of the vertebral bodies",1
a,,lymph nodes,1
a,,in the field of view,2
a,,right middle and lower lobe bronchi,1
a,,peripheral,2
a,,periphery,2
a,,peripheral lower lobe of the right lung,1
a,,central and subpleural,1
a,,right hilar lymph node,1
a,,other mediastinal and bilateral supraclavicular fossa lymph node,1
a,,intrahepatic,1
a,,right side of the pelvis,2
a,,"hilar region, around the celiac artery and in the para-aorta",1
a,,bilateral breast and in the adipose tissue of the abdominal and chest walls,1
a,,under the pleura of the lower lobe of the left lung,1
a,,other lobes,1
a,,"left hilar region, under the tracheal bifurcation, and in the ipsilateral mediastinum",1
a,,apex of the right lung,4
a,,right 1-3 ribs,1
a,,Th2-3 vertebral body,1
a,,lower lobes of both lungs,2
a,,upper left lobe,1
a,,hilar region of the lower lobe of the right lung,1
a,,"subcarinal lymph nodes, para-aortic lymph nodes, and supraclavicular lymph nodes",1
a,,dorsal side of the lower right lobe on the caudal side,1
a,,right 2nd and 3rd ribs and Th2 and 3 vertebrae,1
a,,S3 of the left upper lung,1
a,,continuous with the pleural surface,1
a,,S1 + 2 in the upper left lung and S6 in the lower lobe of the right lung,1
a,,aortic wall,1
a,,in contact with the pleura,1
a,,outside of  the upper left lobe S1 + 2,1
a,,bilateral lower lobe S6,1
a,,bottom of the left lung,1
a,,bilateral supraclavicular fossa,1
a,,Th9-11 vertebral body,1
a,,right hilum and the lower lobe of the right lung,1
a,,hilar region,1
a,,right lower lobe bronchus,2
a,,peripheral lower lobe,1
a,,upper and middle lobes of the right lung,1
a,,right pulmonary arteriovenous,1
a,,near the tumour,1
a,,mediastinum under the right hilum and tracheal bifurcation,1
a,,right main bronchus to intermediate bronchus and left main bronchus,1
a,,superior mediastinal lymph nodes including the contralateral side,1
a,,imaging,2
a,,Peripheral,1
a,,both lower lobes,1
a,,strongly contacts the chest wall,1
a,,"Th2,3 vertebral body and the right 2nd and 3rd ribs",1
a,,left lung upper section S1 + 2,1
a,,apex of both lungs,1
a,,upper and middle lobes of the right lung and the lower lobe of the left lung,1
a,,left side,1
a,,"mediastinum, such as near the right trachea",1
a,,Left lung upper section,1
a,,upper lobe S1 + 2 of the left lung,2
a,,marginal border,1
a,,middle lobe lingular segment and the bottom of the left lung,1
a,,intermediate bronchial trunk,1
a,,right hilar lymph nodes,1
a,,"sub-tracheal, superior mediastinum, and left supraclavicular lymph nodes",1
a,,liver or adrenal gland in the imaging range,1
a,,S4 of the left lingular segment,1
a,,right second and third ribs and the second and third thoracic vertebrae,1
a,,background of the lung fields,1
a,,middle lobe of the right lung and in the periphery of the lower lobes of both lungs,1
a,,imaging area,1
a,,S10 in the lower lobe of the right lung,1
a,,Th8-11 vertebrae,1
a,,middle trunk,1
a,,tumour,1
a,,middle and lower lobes of the right lung,1
a,,"Th2 vertebra, Th2 right spinous process, Th3 vertebra, and right 2nd to 3rd ribs",1
a,,chest wall and vertebrae,1
a,,also close to the right subclavian artery,1
a,,large artery,1
a,,Liver,1
a,,vertebrae and pelvic bone,1
a,,"liver, adrenal glands, or bones",1
a,,periphery of the lower left lobe,1
a,,wide contact with the pleura,1
a,,around the bronchi,1
a,,bronchi,1
a,,left hilum and mediastinum,1
a,,contralateral mediastinum,1
a,,left lung tongue area,1
a,,lower lobe S6 of the right lung and the apex of the left lung,1
a,,Upper lobe S1 + 2 of the left lung,1
a,,both lung apex,1
a,,wide contact with the chest wall,2
a,,adipose tissue on the chest wall,1
a,,chest wall,1
a,,central side of the lower lobe of the left lung,1
a,,liver or bone,1
a,,during imaging,1
a,,right 2nd/3rd thoracic vertebrae and right 2nd/3rd rib,1
a,,contact with the right lung pulmonary apex region,1
a,,2nd thoracic vertebrae level,1
a,,Bilateral hilar and mediastinal,1
a,,under the tracheal bifurcation,1
a,,lower lobe bronchus,1
a,,dorsal side of the right lower lobe,1
a,,ventral side,1
a,,within the same lobe,1
a,,Lymph nodes around the hilum and celiac artery,1
a,,"right anterior chest, bilateral mammary glands, subcutaneous left back, liver and right adrenal gland",1
a,,left appendage,1
a,,abdomen,1
a,,proximal part of the lower lobe bronchus,1
a,,around the bronchus,1
a,,boundary,1
a,,"#1L, #2R, #2L, #4R, #4L, #5, #6, #7 lymph nodes",1
a,,lower lobe S9 of the left lung,1
a,,inner wall of the cavity,1
a,,lobe of the lung,1
a,,chest wall adipose tissue,1
a,,middle and lower lobe bronchus of the right lung,1
a,,right lower lobe of the lung,1
a,,"peribronchial lymph nodes, paraaortic lymph nodes, and left supraclavicular lymph nodes",1
a,,right breast,1
a,,left breast,1
a,,"pancreas, spleen, or kidneys",1
a,,right upper abdomen,1
a,,"mediastinum, hilar, axilla",1
a,,upper right lobe S1,1
a,,"left supraclavicular fossa, bilateral mediastinum and the right hilar region",1
a,,"both sides of the breast, subcutaneously on the chest wall, liver, right adrenal gland and right side of the pelvic cavity",1
a,,liver hilum,1
a,,"gallbladder, pancreas, kidneys, or spleen",1
a,,≈image shown,1
a,,bilateral,1
a,,"vertebra (Th3, 4, 8-11, L4, L5)",1
a,,liver or adrenal glands,1
f,,28 mm,2
f,,Extensive,1
f,,poor study,1
f,,Diffuse,2
f,,Partial,2
f,,unified,2
f,,multiple,4
f,,Significant,2
f,,significant,30
f,,Multiple,8
f,,blunt edge,2
f,,coarse,5
f,,obvious,20
f,,approximately 28 mm,1
f,,main part,1
f,,occupied,1
f,,partly,1
f,,predominant lepidic growth pattern,1
f,,15 mm large,1
f,,22 mm in size,1
f,,43 mm,1
f,,Numerous,5
f,,Many,3
f,,approximately x cm,2
f,,diffuse,1
f,,unclear border,4
f,,mass,3
f,,unknown,2
f,,unclear,4
f,,irregular,9
f,,completely,1
f,,strongly indicating bone metastasis or mass lesions,1
f,,random distribution,1
f,,primary,1
f,,combination,1
f,,numerous,4
f,,uneven and irregular surface,1
f,,ground-glass,1
f,,major axis of 7.8 cm,1
f,,well-defined margin,1
f,,solid,1
f,,some,2
f,,lymphatic,1
f,,approximately 4.3 x 3.8 cm sized,1
f,,continuing,2
f,,several,2
f,,small and large,1
f,,little,1
f,,clear,5
f,,length of 78 mm,2
f,,strong,1
f,,widespread,1
f,,occasionally seen,1
f,,a diameter of 28 mm,2
f,,pleural indentation,1
f,,small,3
f,,interlobar pleural indentation,1
f,,round,4
f,,large 43mm,1
f,,occupying,1
f,,forming a bulky mass,1
f,,well-defined,2
f,,approximately 18 mm,1
f,,lepidic growth pattern,1
f,,slow-growing,1
f,,large,3
f,,outright lymph node metastasis,1
f,,Paraneoplastic,1
f,,difficult to pinpoint the exact extent,1
f,,huge,2
f,,Continuing,1
f,,surrounded,1
f,,43mm diameter,1
f,,Irregular,3
f,,scattered,8
f,,Some,1
f,,prominent,1
f,,○ × ○ cm in size,1
f,,Most,1
f,,transbronchial,1
f,,mild,1
f,,from 9 mm to 12 mm in diameter,1
f,,slight,3
f,,Mild,6
f,,predominantly,3
f,,new,1
f,,seen,3
f,,lobulated,2
f,,Irregularly distributed,1
f,,Significantly sized,2
f,,Scattered,3
f,,clear boundaries,2
f,,slightly lobulated,1
f,,length,1
f,,18 mm,1
f,,positively suspected of lung metastasis,1
f,,also seen,1
f,,rectangular,1
f,,12 mm,1
f,,localised,1
f,,Clear,1
f,,measuring approximately 24 mm in size,1
f,,Randomly distributed,1
f,,size of ○ × ○ cm,1
f,,a diameter of 7.8 cm,1
f,,partially,1
f,,mainly,1
f,,extended,1
f,,obviously,1
f,,a diameter of 43 mm,1
f,,unclear boundary,1
f,,apparent,1
f,,lumped together,1
f,,progressively,1
f,,major axis of 78 mm,1
f,,a diameter of 18 mm,2
f,,slightly darkly,1
f,,relatively well-defined,2
f,,12 mm in size,1
f,,length was about 9 mm,1
f,,2.8 cm in diameter,1
f,,Moderate,1
f,,lobulated part,1
f,,length of 18 mm,2
f,,() mm in diameter,1
f,,Multiple diffuse,1
f,,Round,1
f,,fills,1
f,,little enhancement effect,1
f,,slightly ,1
f,,difficult to accurately evaluate the tumour diameter,1
f,,obstructive,1
f,,clustered,1
f,,wide contact,1
f,,12 mm diameter,1
f,,large diameter of 18 mm,1
f,,unclear boundaries,1
f,,polygonal,1
f,,together,1
f,,blunt margin,1
f,,large diameter of 28 mm,1
f,,clear boundary,1
f,,strongly suspected of pleural infiltration,1
f,,,1
f,,contact,1
f,,moderate to severe,1
f,,rectangular shapes,1
f,,mottled,1
f,,slightly larger than the peripheral area,1
f,,18 × 15 mm,1
f,,size of the solid part is unknown,1
f,,relatively clear border,1
f,,major axis diameter is 12 mm,1
f,,major axis was 9 mm,1
f,,contains,1
f,,passes through,1
f,,long diameter of 12 mm,1
f,,about () mm,1
f,,obviously suspected of accessory tumour nodules,1
f,,mildly irregular contour,1
f,,12 mm large,1
f,,about 3 mm,1
f,,not clear,3
f,,diameter of 78 mm,1
f,,dark,1
f,,major axis diameter is 28 mm,1
f,,Small,1
f,,strongly suspected of bone metastasis,1
f,,78 mm long,1
f,,loss,1
f,,lobular,1
f,,fused with,1
f,,4.3 cm in size,1
f,,○ × ○ × ○ cm in size,1
f,,it does not appear to be pathological,1
f,,approximately 12 mm,1
f,,from approximately 9 mm to approximately 12 mm,1
f,,difficult to determine,1
f,,size cannot be evaluated,1
f,,round shape,1
f,,78 mm,1
f,,slightly irregular,1
f,,consecutive,1
f,,disappeared,1
f,,1 cm or less,1
f,,43mm,1
f,,single mass,1
f,,two,1
f,,oval,1
f,,associated,1
f,,One,1
f,,four,1
f,,weak-stained,1
f,,from 9 mm to 12 mm,1
f,,long diameter of 43 mm,1
f,,smooth peripheral,1
f,,many,1
d,,T1c,3
d,,ｃT4N3M1ｃ,1
d,,T4,12
d,,M1c,7
d,,T2b,1
d,,N3,8
d,,T2,4
d,,MX,2
d,,N0,4
d,,N2,3
d,,T4N2,1
d,,cT4,3
d,,cT4N0MX,1
d,,T1,3
d,,old inflammatory change,1
d,,Tis,1
d,,cN0,2
d,,cM1c,1
d,,cT4N0M1c,1
d,,cN2,1
d,,cT4N2MX,1
d,,T3,2
d,,M0,1
d,,cT4N0M1,1
d,,cT1c,1
d,,cT1cN0MX,1
d,,T1mi,2
d,,cT4N3M1c,1
d,,cT2,1
d,,cN3,1
d,,cT2N3MX,1
d,,part solid GGN,1
d,,T1b,1
d,,T1a,2
d,,cT3N3,1
d,,cT3N3M1c,1
d,,part-solid GGN,1
d,,equivalent to N3,1
c,,no change,2
c,,appears,2
c,,collapsed,1
c,,no significant change,2
c,,there is almost no change,1
c,,disappears,1
c,,increased,2
c,,increasing trend,1
c,,appearance,1
c,,increased slightly,2
c,,smaller,1
c,,not shrunk,1
c,,no size change,1
c,,larger,1
c,,not significantly different,1
c,,clearly increased,1
c,,No significant difference,1
d,suspicious,lung cancer lesion,1
d,suspicious,mucin-producing adenocarcinomas,1
d,suspicious,metastasize,2
d,suspicious,minimally invasive adenocarcinoma,1
d,suspicious,inflammatory scars and fibrous changes,1
d,suspicious,lung cancer and multiple lymph node tumours,1
d,suspicious,compression fracture,1
d,suspicious,obstructive pneumonia,1
d,suspicious,metastasis,12
d,suspicious,metastasized,1
d,suspicious,Primary lung cancer,6
d,suspicious,multiple metastases,1
d,suspicious,metastases to the lymph nodes,1
d,suspicious,Osteosclerotic bone metastases,1
d,suspicious,contrast effect,1
d,suspicious,metastatic or degenerative,1
d,suspicious,"partially collapsed lung, and adjoint pneumonia",1
d,suspicious,benign nodular lesions,1
d,suspicious,multiple lymphatic metastases,1
d,suspicious,metastases to the mammary glands,1
d,suspicious,multiple liver metastases,2
d,suspicious,adrenal metastases,1
d,suspicious,lymphatic metastases,1
d,suspicious,infiltration,2
d,suspicious,part-solid GGN,2
d,suspicious,Lepidic predominant adenocarcinoma (LPA),1
d,suspicious,Lung cancer,5
d,suspicious,inflammatory nodules,2
d,suspicious,satellite lesion,1
d,suspicious,tumor development,1
d,suspicious,lung adenocarcinoma,3
d,suspicious,enhancement,1
d,suspicious,"Primary lung cancer, adenocarcinoma in situ (AIS)",1
d,suspicious,lesion,1
d,suspicious,Pancoast tumor,1
d,suspicious,pneumonia,2
d,suspicious,lymph node metastases,1
d,suspicious,invasion,1
d,suspicious,intrapulmonary metastasis,2
d,suspicious,benign nodule,1
d,suspicious,multiple lymph node metastasis,1
d,suspicious,metastasis and primary breast cancer,1
d,suspicious,Multiple liver metastases,1
d,suspicious,metastases and adenoma,1
d,suspicious,Skin metastasis,1
d,suspicious,Uterine fibroids,1
d,suspicious,inflammatory changes,6
d,suspicious,lung cancer,12
d,suspicious,extend,1
d,suspicious,left upper lobe cancer,1
d,suspicious,brain metastasis,1
d,suspicious,neoplastic lesions such as adenocarcinoma in situ (AIS) and minimally invasive adenocarcinoma (MIA),1
d,suspicious,old inflammatory changes,4
d,suspicious,"AIS, MIA",2
d,suspicious,infiltrated,2
d,suspicious,primary lung cancer,1
d,suspicious,multiple secondary tumor nodules,1
d,suspicious,Well-differentiated adenocarcinoma,1
d,suspicious,neoplastic lesions,2
d,suspicious,dysplasia and early-stage adenocarcinoma,1
d,suspicious,benign lesion,1
d,suspicious,localised inflammation,1
d,suspicious,lung metastasis,1
d,suspicious,lymphangitic carcinomatosis,1
d,suspicious,previous tuberculosis,1
d,suspicious,bone metastasis,2
d,suspicious,right lower lobe cancer,1
d,suspicious,Multiple lung metastases/thoracic spine metastases,1
d,suspicious,accessory nodules,1
d,suspicious,parietal pleural infiltration,1
d,suspicious,Infiltration,1
d,suspicious,infiltration findings,1
d,suspicious,lower left lobe lung cancer,1
d,suspicious,accessory tumour nodules,1
d,suspicious,heavy use of cigarettes,1
d,suspicious,additional tumor nodules,1
d,suspicious,Right ovarian metastasis,1
d,suspicious,metastases,2
d,suspicious,pleural infiltration,1
d,suspicious,AAH or AIS,1
d,suspicious,inflammatory change,4
d,suspicious,hilar lung cancer,2
d,suspicious,AAH/AIS,2
d,suspicious,inflammation,1
d,suspicious,Metastasis,2
d,suspicious,"adenocarcinoma in situ (AIS), minimally invasive adenocarcinoma (MIA) and lepidic predominant adenocarcinoma (LPA)",2
d,suspicious,benign nodules such as old inflammatory nodules,1
d,suspicious,inflammatory scar,2
