tag,mod,text,freq
d,positive,"hepatocellular necrosis, which was thought to be coagulation necrosis",1
d,positive,multiple hepatic masses due to inflammation,1
d,positive,multiple liver masses,1
d,positive,hepatic mass,1
d,positive,necrotizing multiple hepatic masses,2
d,positive,multiple hepatic masses,2
d,positive,necrotic multiple hepatic masses,1
d,positive,cholangitis involving nivolumab,2
d,positive,histopathological findings,1
d,positive,gastric cancer,8
d,positive,peritoneal and left supraclavicular lymph node recurrence,1
d,positive,psoriasis type drug eruption,1
d,positive,inflammatory cell infiltration and endotheliitis,1
d,positive,"damage to the bile duct epithelium, along with lymphocytic infiltration",1
d,positive,noncaseating epithelial cell granulomas containing Langhans-type multinucleated giant cells,1
d,positive,lymphocytes,1
d,positive,CD8-positive and CD4-positive,2
d,positive,relapse,1
d,positive,inflammatory cell infiltration,5
d,positive,plasma cells,1
d,positive,Inter-face hepatitis,1
d,positive,lymphoid infiltration,1
d,positive,lymphocyte aggregation,1
d,positive,infiltrating lymphocytes,2
d,positive,granuloma formation,1
d,positive,plasma cell infiltration and interface hepatitis,1
d,positive,laryngeal cancer,1
d,positive,liver damage,3
d,positive,fever,9
d,positive,enlarged gallbladder and thickened gallbladder wall,1
d,positive,diffuse dilatation and wall thickening,1
d,positive,inflammatory cell infiltrates,1
d,positive,chronic nonsuppurative destructive cholangitis,1
d,positive,further exacerbation of the cholangitis,1
d,positive,cholangitis,5
d,positive,tumor,17
d,positive,"Hypertension, hyperlipidemia",1
d,positive,vulvar malignant melanoma and lung metastasis,1
d,positive,lung metastases,1
d,positive,metastatic lesions,1
d,positive,lung metastatic lesions,1
d,positive,liver dysfunction with an inflammatory reaction,1
d,positive,"increased collagen fibers and inflammatory cell infiltration, mainly lymphocytes",1
d,positive,drug-induced hepatic impairment,1
d,positive,bile stasis liver failure,1
d,positive,recurrent pleural metastasis,1
d,positive,renal cell carcinoma,1
d,positive,jaundice and liver failure,1
d,positive,jaundice,3
d,positive,"chronic non-pyogenic destructive cholangitis, marked bile stasis",1
d,positive,irAE,1
d,positive,general condition deteriorated,1
d,positive,pulmonary and splenic metastasis of uterine leiomyosarcoma,1
d,positive,elevated liver enzymes,1
d,positive,liver function had tended to worsen,1
d,positive,cholestasis,1
d,positive,hepatocellular necrosis,1
d,positive,drug-induced hepatic impairment with impaired bile transport and hepatitis,1
d,positive,liver function abnormalities,2
d,positive,drug-induced hepatotoxicity,1
d,positive,acute hepatic impairment,1
d,positive,bone metastasis,2
d,positive,PD-L1,1
d,positive,liver dysfunction,3
d,positive,decreased appetite,3
d,positive,"hepatocyte shedding, hemorrhage, and infiltration of macrophages, lymphocytes, and plasma cells",1
d,positive,spotty necrosis,1
d,positive,lymphoplasmacytic infiltration,1
d,positive,liver enzymes level,1
d,positive,Fever,3
d,positive,skin rash,29
d,positive,bullous pemphigoid,1
d,positive,malaise,1
d,positive,elevated bilirubin levels,1
d,positive,erythema,10
d,positive,pemphigus,2
d,positive,eosinophilia,2
d,positive,the fever,1
d,positive,"prolongation of coagulation, hematopenia and the progression of jaundice",1
d,positive,non-comatose acute liver failure,1
d,positive,acute liver failure,2
d,positive,reduced level of neutrophils,1
d,positive,blood cell reduction,1
d,positive,"infiltrates, mainly eosinophils",1
d,positive,secondary changes,1
d,positive,Acute hepatic failure with eosinophilia,1
d,positive,"Jaundice, lower limb edema and dysbasia",1
d,positive,alcoholic cirrhosis of the liver,2
d,positive,edema in his lower legs and yellowish staining of urine,1
d,positive,difficult to climb stairs,1
d,positive,hard to maintain a standing position,1
d,positive,"manifest jaundice, pruritus, and leg edema",1
d,positive,"chronic liver injury, splenomegaly, worsening of the subcutaneous edema",1
d,positive,"bilateral pleural effusions, pulmonary edema and right upper lobe infiltration",1
d,positive,crushed erythrocytes and spur cells reflecting hemolysis,1
d,positive,ballooning of hepatocytes and Mallory body,1
d,positive,"fibrosis, and inflammatory cell infiltration",1
d,positive,alcoholic cirrhosis and associated spur cell anemia,1
d,positive,liver cirrhosis,2
d,positive,anemia,11
d,positive,poor oxygenation,1
d,positive,juvenile alcoholic cirrhosis complicated by spur cell anemia,1
d,positive,hepatic encephalopathy ,1
d,positive,intrahepatic portal hepatic vein shunt,1
d,positive,myocardial infarction,1
d,positive,somnolence,1
d,positive,hyperammonemia,3
d,positive,high signal intensity,1
d,positive,impaired consciousness caused by hepatic encephalopathy,1
d,positive,dilated,2
d,positive,intrahepatic shunt,1
d,positive,shunts,1
d,positive,shunt,5
d,positive,aneurysmal portal hepatic venous shunt,1
d,positive,hepatic encephalopathy,4
d,positive,portal venous shunts without liver disease,1
d,positive,acute myocardial infarction,1
d,positive,hepatic encephalopathy caused by an intrahepatic portal vein-hepatic vein shunt,1
d,positive,Impaired consciousness,2
d,positive,chronic hepatitis C,1
d,positive,cirrhosis C,1
d,positive,aortic valve stenosis,2
d,positive,"cirrhosis of the liver, type C",1
d,positive,impaired consciousness and hyperammonemia,2
d,positive,edema and dyspnea,1
d,positive,acute exacerbation of chronic heart failure,1
d,positive,heart failure,4
d,positive,portosystemic shunt,1
d,positive,cirrhosis,3
d,positive,encephalopathy,2
d,positive,dehydration,2
d,positive,C-type cirrhosis,1
d,positive,hepatic coma,4
d,positive,splenic-renal shunt,4
d,positive,Esophageal varices,2
d,positive,hepatic cirrhosis type C,1
d,positive,less controllable,1
d,positive,impaired consciousness,1
d,positive,"hepatic coma, Grade 3",1
d,positive,"hepatic coma, grade 1",1
d,positive,splenic renal shunt,2
d,positive,alcoholic cirrhosis complicated by gastric varices,1
d,positive,giant splenomegaly and thrombocytopenia,1
d,positive,gastric varices,7
d,positive,esophageal varices,5
d,positive,esophageal varicose veins,1
d,positive,"giant splenomegaly, a splenic renal shunt",1
d,positive,hypersplenism coupled with a low platelet count,1
d,positive,hypersplenism,1
d,positive,gastrorenal shunt,1
d,positive,gastric varices associated with cirrhosis with marked hypersplenism,1
d,positive,decompensated cirrhosis,3
d,positive,decompensated cirrhosis of the liver type C,1
d,positive,hepatic atrophy,1
d,positive,increase in portal pressure,1
d,positive,decompensated stage C cirrhosis,1
d,positive,hepatocellular carcinoma (HCC),1
d,positive,extrahepatic shunt,1
d,positive,intra-abdominal bleeding due to a splenic vein injury,1
d,positive,bleeding complications,1
d,positive,a pelvic fracture and ureteral injury due to traffic accident related trauma,1
d,positive,considerably elevated γ-GTP level,1
d,positive,right diaphragmatic hernia,2
d,positive,hernia portal,2
d,positive,excluded,1
d,positive,stenotic,3
d,positive,obstructed,2
d,positive,atrophic,3
d,positive,obscured,1
d,positive,slightly dilated,1
d,positive,development of a venous short circuit,1
d,positive,drained,1
d,positive,diaphragmatic hernia,1
d,positive,hemorrhagic shock,4
d,positive,portal hypertensive enteropathy induced by portal vein thrombosis,1
d,positive,cirrhosis and hepatocellular carcinoma,1
d,positive,decreased consciousness and a bloody bowel discharge,1
d,positive,low level of hematemesis,1
d,positive,dark red stool,1
d,positive,considerable quantity of tar feces was discharged,1
d,positive,respiratory arrest,1
d,positive,bloody stool,1
d,positive,lower gastrointestinal bleeding,1
d,positive,mild vasodilation and dilatation,1
d,positive,portal vein thrombus,1
d,positive,portal hypertensive enteropathy,1
d,positive,"General malaise, appetite loss",1
d,positive,general malaise and loss of appetite,1
d,positive,increase in hepatobiliary enzymes,1
d,positive,rapid increase in biliary enzymes,1
d,positive,blunted,1
d,positive,severe infiltration of inflammatory cells,1
d,positive,lymphocytic and histiocytic infiltrates,1
d,positive,ductular proliferation,1
d,positive,bridging fibrosis,1
d,positive,non-pyogenic destructive cholangitis,1
d,positive,symptomatic primary cholangitis,1
d,positive,primary biliary cholangitis,1
d,positive,Liver disorder,1
d,positive,liver disorder,1
d,positive,slightly obese,1
d,positive,fatty liver,3
d,positive,diffuse fatty liver,1
d,positive,increased level of urinary copper,1
d,positive,decompensated liver cirrhosis type C,1
d,positive,decompensated cirrhosis type C,1
d,positive,liver cancer,1
d,positive,ascites,9
d,positive,adverse outcome,1
d,positive,first degree atrioventricular block,1
d,positive,septicemia proximately caused by cellulitis,1
d,positive,sinus arrest,1
d,positive,chronic renal failure,1
d,positive,tendency to retain fluid,1
d,positive,atrial fibrillation,2
d,positive,liver failure,2
d,positive,death,1
d,positive,H. cinaedi bacteremia and cellulitis,1
d,positive,"decompensated cirrhosis, type C",1
d,positive,refractory hepatic ascites,1
d,positive,vomit,1
d,positive,reflux esophagitis,1
d,positive,decreased level of food intake,1
d,positive,hypoalbuminemia,1
d,positive,"bilateral lower leg pain, redness, warm sensations and swelling",1
d,positive,cellulitis,1
d,positive,positive blood culture,1
d,positive,bacteremia and cellulitis,1
d,positive,infections,1
d,positive,immunocompromised,1
d,positive,serum hepatitis,1
d,positive,"jaundice, edema, ascites, cachexia, bleeding daithesis and a disorder of consciousness",1
d,positive,"disorientated, remarkably emaciated, gave off an ammonia odor and presented hemorrhagic spots",1
d,positive,Hepatic coma,1
d,positive,obstructive jaundice,1
d,positive,Nagayo-Miyake's A' type hepatic cirrhosis and acute alcoholic hepatitis,1
d,positive,"lesions (multiple stones in the small pancreatic duct, fibrosis of the parenchyma and small necrotic foci)",1
d,positive,small abscess,1
d,positive,bile nephrosis,1
d,positive,hemorrhagic necrosis,1
d,positive,Edema,1
d,positive,aspergillosis and bronchopneumonia,1
d,positive,heartburn,1
d,positive,hepatoma,1
d,positive,pruritus,2
d,positive,swollen reddish-brown liver with a smooth surface,1
d,positive,markedly reduced,1
d,positive,greening and nodular elevation,1
d,positive,"enlargement, fibrosis, proliferation of bile ducts and the formation of intergubernaculum bridges",1
d,positive,jaundice gradually progressed,1
d,positive,pruritus persisted,1
d,positive,bleeding caused by an acute gastric ulcer,1
d,positive,large nodular cirrhosis,1
d,positive,anti-mitochondrial antibodies,2
d,positive,anti-smooth muscle antibodies,1
d,positive,post necrotizing cirrhosis,1
d,positive,abnormal liver function,1
d,positive,hepatosplenomegaly,1
d,positive,RA test,1
d,positive,anti-DNA antibody,1
d,positive,microsome test,1
d,positive,Liver found with post necrotic cirrhosis,1
d,positive,"marked reduction of fine bile ducts and interlobular bile ducts, papillary dilatation of the bile duct lumen of the size of a septal bile duct and aggregation of bile ducts in the vicinity",1
d,positive,swollen,1
d,positive,substance akin to a Mallory body,1
d,positive,common bile duct cysts,1
d,positive,dilatation,1
d,positive,congenital weakness,1
d,positive,partial obstruction,1
d,positive,idiopathic pregnancy jaundice,1
d,positive,gangrene and pruritus,1
d,positive,pregnancy,1
d,positive,palpated using one transverse finger,1
d,positive,hypertriglyceridemia,1
d,positive,bile stasis,2
d,positive,hepatocellular necrosis and inflammatory cell infiltration,1
d,positive,fatty infiltration,1
d,positive,chronic liver disease,1
d,positive,chronic hepatitis and cirrhosis,1
d,positive,cirrhosis of the liver,1
d,positive,chronic liver disorders,1
d,positive,persistently high levels,1
d,positive,alcoholic cirrhosis,1
d,positive,alcoholic hepatitis,1
d,positive,heavy consumption of alcohol,1
d,positive,parasternal lymph node metastasis,1
d,positive,metastasis of the parasternal lymph node,1
d,positive,Abnormal shadows,1
d,positive,enlarged parasternal lymph nodes,1
d,positive,FDG accumulation,1
d,positive,nodular shadows,1
d,positive,enlarged lymph nodes,3
d,positive,lymph nodes,5
d,positive,right parasternal lymph nodes,1
d,positive,metastases of breast cancer,1
d,positive,parasternal lymph node metastases,1
d,positive,torsion of the right middle lobe axis,1
d,positive,thoracic esophageal cancer,1
d,positive,"a right intrathoracic hematoma, bilateral pneumonia and atelectasis in the right middle lobe",1
d,positive,right pleural effusion,1
d,positive,thrombus,4
d,positive,right middle lobe atelectasis,2
d,positive,narrowing,1
d,positive,tortuosity,1
d,positive,torsion,1
d,positive,right middle lobe axial torsion,1
d,positive,adhesion,1
d,positive,adhesions,3
d,positive,adherent,4
d,positive,twisted,1
d,positive,DVT,3
d,positive,underdeveloped,1
d,positive,"elevated levels of antithrombin III, FDP, and D-dimer",1
d,positive,clots,1
d,positive,motor impairment,1
d,positive,sweating,1
d,positive,extreme muscle tension,1
d,positive,thrombus formation,1
d,positive,"is severely handicapped, both mentally and physically",1
d,positive,muscle tension,3
d,positive,worsening of his respiratory status,1
d,positive,tension,1
d,positive,cerebral palsy and mental disability,1
d,positive,worsening respiratory status,2
d,positive,increased muscle tension,1
d,positive,flexion,1
d,positive,considerable contortion due to muscle tension,1
d,positive,sputum,1
d,positive,gastrointestinal bleeding,3
d,positive,hemorrhage,2
d,positive,biliary atresia,5
d,positive,bleeding,4
d,positive,small bowel hemorrhage,3
d,positive,rupture of gastroesophageal varices,1
d,positive,bleeding from esophageal varices,1
d,positive,rebleeding,1
d,positive,portal hypertension,1
d,positive,in pre-shock,1
d,positive,poor QOL,1
d,positive,cholangitis and subileus,1
d,positive,atrophied,1
d,positive,bile lake,1
d,positive,extended,1
d,positive,intrahepatic stones,1
d,positive,fatigued,1
d,positive,QOL had been greatly compromised,1
d,positive,decreased hepatic artery blood flow,1
d,positive,depressed,2
d,positive,cutting her wrists,1
d,positive,stressful situations,1
d,positive,dependency and depression,1
d,positive,pathological dependency,1
d,positive,pathological dependency and depression,1
d,positive,flatulence and abdominal distension,2
d,positive,vomiting,4
d,positive,aerophagia,1
d,positive,abdominal distension,1
d,positive,flatulence,1
d,positive,gastric volvulus,1
d,positive,psychosomatic disorder,1
d,positive,gastrostomy complications,1
d,positive,cerebral palsy,1
d,positive,leaking,1
d,positive,esophageal atresia,1
d,positive,feeding disorder,1
d,positive,dumping syndrome,1
d,positive,immature teratoma of the right ovary,1
d,positive,peritoneal dissemination,2
d,positive,an ileus,1
d,positive,ileus associated with hypovolemia,1
d,positive,edema,6
d,positive,hypoproteinemia,1
d,positive,protein-losing enteropathy,1
d,positive,ileus symptoms,1
d,positive,partial stenosis,1
d,positive,ganglioneurosis and plexus hyperplasia,1
d,positive,lesions arose from abnormalities in the nerves of the gastrointestinal tract,1
d,positive,acquired chronic pseudo-intestinal obstruction,1
d,positive,diarrhea,4
d,positive,ulcerative colitis,1
d,positive,convulsions,2
d,positive,chronic constipation,1
d,positive,constipation,1
d,positive,cloacal exstropy,1
d,positive,ambiguous external genitalia,1
d,positive,"acting as if she were a boy, both physically and emotionally",1
d,positive,functional ileus,1
d,positive,psychomotor retardation,1
d,positive,duodenal atresia,2
d,positive,"high imperforate anus with a rectovaginal fistula, intestinal malrotation, and ventricular septal defect",1
d,positive,poor weight gain,1
d,positive,ventricular septal defect,1
d,positive,abdominal distension and vomiting,1
d,positive,adhesive ileus,1
d,positive,Liver dysfunction,1
d,positive,cerebral infarction,1
d,positive,"hypertension, and mild diabetes mellitus",1
d,positive,decreased consciousness,1
d,positive,pustules,2
d,positive,neutrophilic abscesses,1
d,positive,Kogoj's spongiform pustules,2
d,positive,"leukocytosis, strong positive CRP, elevated blood sedimentation, hypoproteinemia, and hypocalcemia",1
d,positive,pus,2
d,positive,generalized pustular psoriasis,2
d,positive,erythema and nail deformation,1
d,positive,"erythema, desquamation, and pustules",2
d,positive,fever developed,1
d,positive,elevated intraocular pressure due to glaucoma,1
d,positive,erythema and pustules,1
d,positive,diffuse erythema,1
d,positive,Munro's micro abscesses and Kogoj's spongy pustules,1
d,positive,pustular psoriasis,2
d,positive,bronchial asthma,2
d,positive,pruritic skin rash,1
d,positive,rash,2
d,positive,satellite swelling,2
d,positive,round monocyte infiltration,1
d,positive,"Leukocytosis, high serum IgE",1
d,positive,edematous erythema,4
d,positive,vesicles,2
d,positive,Keratinized erythema,1
d,positive,erythema and purpura,1
d,positive,purplish-red spots,1
d,positive,keratotic red plaques,1
d,positive,early stage skin rash,1
d,positive,dermatomyositis,3
d,positive,"right facial tic, renal cyst",1
d,positive,erythematous papules,3
d,positive,Erythema with desquamation,1
d,positive,lumbago,1
d,positive,muscle weakness in the extremities,1
d,positive,cyst-like lesions,1
d,positive,malignant tumor in the pelvic cavity,1
d,positive,dermatomyositis complicated by malignancy,1
d,positive,mass,13
d,positive,peritoneal pseudo-myxoma,1
d,positive,pruritic rash,1
d,positive,muscle weakness,2
d,positive,Heliotrope rash,1
d,positive,Erythema with keratosis,1
d,positive,Hashimoto's disease,2
d,positive,purpura,1
d,positive,pneumonia,1
d,positive,allergic vasculitis,1
d,positive,"purpura, and dyspnea",1
d,positive,pulmonary hemorrhage,1
d,positive,vasculitis,1
d,positive,Shermer test,1
d,positive,lymphocytic infiltration,2
d,positive,Sjogren's syndrome,3
d,positive,swelling,1
d,positive,Raynaud's phenomenon,2
d,positive,swelling and hardening,1
d,positive,edematous sclerosis,2
d,positive,erythematous scaly patches,1
d,positive,collagen fiber swelling and homogenization,1
d,positive,erythematous phase,1
d,positive,hyperkeratosis,1
d,positive,atrophy,1
d,positive,liquid degeneration,1
d,positive,infiltration,2
d,positive,lymphocyte-like cells,1
d,positive,IgM deposition,2
d,positive,anti-Scl70,1
d,positive,DLE,1
d,positive,generalized scleroderma associated with DLE,1
d,positive,hypertension,1
d,positive,"pedal edema, swelling of the fingers, dermal sclerosis, and diffused pigmentation",1
d,positive,generalized scleroderma,1
d,positive,Increased blood sedimentation,1
d,positive,lymphadenoma,1
d,positive,Swelling,1
d,positive,fever and dysphagia,1
d,positive,axillary lymph nodes on both sides,1
d,positive,pericardial fluid,1
d,positive,images showing metastasis of adenocarcinoma,1
d,positive,abscesses,3
d,positive,stomatitis,1
d,positive,small papules,1
d,positive,abdominal skin rash,1
d,positive,fissure formation and acanthosis,1
d,positive,deposits,1
d,positive,pemphigus vulgaris,2
d,positive,facial swelling,1
d,positive,pigmentation,1
d,positive,erythematous plaques,3
d,positive,Slightly atrophic scarring and pigmentation,1
d,positive,neutrophil infiltration,1
d,positive,nuclear fragmentation,1
d,positive,an increased erythrocyte sedimentation rate,1
d,positive,Bone marrow plasma cells,1
d,positive,punched-out image,1
d,positive,seborrheic eczema,1
d,positive,mildly pruritic skin rash,1
d,positive,Eosinophil count increased,1
d,positive,facial nerve paralysis,1
d,positive,amyctic erythema,1
d,positive,pruritic erythematous plaques,1
d,positive,telangiectasia,1
d,positive,benign lymphocytic infiltration,1
d,positive,"general malaise, fever and back pain",1
d,positive,tense blisters,1
d,positive,"high fever, enlarged lymph nodes, leukocytosis",1
d,positive,lymphocytes with nuclear abnormalities,1
d,positive,erythema multiforme,2
d,positive,atypical lymphocytes,1
d,positive,positive finding,1
d,positive,SLE,2
d,positive,tongue cancer,1
d,positive,hemorrhagic cystitis,2
d,positive,erythema annulare,1
d,positive,squamous cell carcinoma,2
d,positive,lupus nephritis,1
d,positive,anemia and hematuria,1
d,positive,collagen disease,1
d,positive,side effects,1
d,positive,pain and pruritus,1
d,positive,ulceration,1
d,positive,induration,5
d,positive,ulcerated,1
d,positive,granuloma with necrosis,1
d,positive,erythema induratum Bazin,1
d,positive,Antimicrobial staining,1
d,positive,pleural effusion,3
d,positive,Erythematous papules,2
d,positive,ovarian cyst,1
d,positive,papules,2
d,positive,Nodules surrounded by epithelioid cells and lymphocytes,1
d,positive,caseous necrosis,1
d,positive,Tuberculosis rash,1
d,positive,"Jaundice, pruritus, and xerostomia",1
d,positive,Jaundice,1
d,positive,"hepatosplenomegaly, eyelid xanthoma",1
d,positive,eruptive xanthoma,1
d,positive,linear xanthoma,1
d,positive,flat xanthoma,1
d,positive,parotid gland imaging was carried out and Schirmer test was positive,1
d,positive,primary biliary cirrhosis (PBC) stage 3,1
d,positive,xanthomas,2
d,positive,PBC and Sjogren's syndrome,1
d,positive,hyperlipidemia associated with PBC and xanthomatosis,1
d,positive,osteoporosis and esophageal varix associated with PBC,1
d,positive,PBC,2
d,positive,multiple cutaneous tumour,1
d,positive,HTLV-I provirus,2
d,positive,IL-2 receptor level was high,1
d,positive,HTLV-1 carrier,1
d,positive,T-cell receptor beta chain reconstitution (Tcβ ),1
d,positive,tumors,1
d,positive,fever and a cough,1
d,positive,acute exacerbation of diffuse panbronchiolitis,1
d,positive,giant cell arteritis,1
d,positive,cataracts,2
d,positive,arthralgia and a frostbite-like skin rash,1
d,positive,arthralgia,1
d,positive,facial erythema,1
d,positive,arthralgia and skin rash,1
d,positive,"cough, general malaise, low-grade fever, arthralgia, myalgia",1
d,positive,headaches and muscle weakness,1
d,positive,dyspnea,2
d,positive,general malaise,1
d,positive,low-grade fever and general malaise,1
d,positive,erythema exsudativum,1
d,positive,Erythema exsudativum,1
d,positive,lymph node,3
d,positive,enlarged intra-abdominal lymph nodes,1
d,positive,undifferentiated adenocarcinoma,1
d,positive,liquefaction degeneration,1
d,positive, edema,1
d,positive,dermatomyositis with gastric cancer as a complication,1
d,positive,Edematous sclerosis ,1
d,positive,generalized hyperpigmentation,1
d,positive,January 1987,1
d,positive,primary biliary cirrhosis,1
d,positive,small mass,1
d,positive,squamous cell carcinoma of the tongue,1
d,positive,scleroderma,1
d,positive,diffuse hyperpigmentation,1
d,positive,partial depigmentation,1
d,positive,excoriation,1
d,positive,RA,1
d,positive,collagen fibers,2
d,positive,perivascular cell infiltration,1
d,positive,immune abnormalities,1
d,positive,diabetes,1
d,positive,pruritis,1
d,positive,plethora and lichenification,2
d,positive,domed prurigo-like nodules,1
d,positive,Thick moss-like pus adhering,1
d,positive,cellular debris,1
d,positive,parakeratotic cells with keratotic plugs,1
d,positive,interpenetrating,2
d,positive, boring,1
d,positive,"inflammatory cell infiltration consisting of lymphocytes, histiocytes, eosinophils and neutrophils",1
d,positive,prurigo-like nodules,1
d,positive,erythema with scaling,1
d,positive,seborrheic dermatitis,1
d,positive,"pustules, crusts, and erosive plaques",1
d,positive,hair loss,1
d,positive,alopecia,1
d,positive,scaling,1
d,positive,pustular areas of the scalp,1
d,positive,staphylococcus epidermidis,1
d,positive,Erythema + Hair Loss (Alopecia),1
d,positive,Non-specific inflammation,1
d,positive,epidermal atrophy,1
d,positive,Pustular,1
d,positive,spongy pustules,1
d,positive,epidermoid carcinoma,1
d,positive,"erythema, bullae and erosions associated with pruritus",1
d,positive,eroded surface,1
d,positive,erosion,1
d,positive,spicule melting,1
d,positive,deposited,1
d,positive,insomnia,1
d,positive,Pruritus,1
d,positive,Erythema with scales,1
d,positive,sunburn cells,1
d,positive,pale red to pale reddish-brown papules with pruritus,1
d,positive,dermatitis,1
d,positive,pale red to pale reddish-brown papules,1
d,positive,dorsal eruption,1
d,positive,spongiform edema,1
d,positive,intraepidermal cell infiltration,1
d,positive,perivascular small round cell infiltration in the upper dermis,1
d,positive,contact dermatitis and photoallergic contact dermatitis,1
d,positive,psoriasis,2
d,positive,multiple basal cell epitheliomas,1
d,positive,psoriasis vulgaris,3
d,positive,PUVA lentigines,1
d,positive,black papules,1
d,positive,superficial basal cell epithelioma,1
d,positive,uveitis in the right eye,1
d,positive,Purpuric frostbite-like eruptions,1
d,positive,surface wound,1
d,positive,cutaneous sarcoidosis,1
d,positive,epithelioid cell granuloma,2
d,positive,transepithelial elimination of epithelioid cell granuloma,1
d,positive,BHL,1
d,positive,pulmonary lesions,1
d,positive,bone lesions,1
d,positive,chicken pox,1
d,positive,dark red spot infiltrates,1
d,positive,pain in the joints of the hands and feet,1
d,positive,"scars, brown in color",1
d,positive,light reddish-brown patches,1
d,positive, infiltration,1
d,positive,reddish-brown infiltrate,1
d,positive,epithelial nodules,1
d,positive,high ACE level,2
d,positive,bilateral uveitis,1
d,positive,posterior synechia,1
d,positive,swelling of the joints,1
d,positive,joints of the hands and feet,1
d,positive,"""hand motion"" (HM)",1
d,positive,scarring,1
d,positive,joint swelling and ocular symptoms,1
d,positive,subcutaneous nodules,3
d,positive,noncaseous granuloma made up of epithelioid histocytes,1
d,positive,Bilateral hilar lymphadenopathy,1
d,positive,interstitial changes,1
